2026-04-10 10:43:36.840226: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-04-10 10:43:36.904857: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI AVX512_BF16 AVX512_FP16 AVX_VNNI AMX_TILE AMX_INT8 AMX_BF16 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2026-04-10 10:43:38.146664: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.

============================================================
Training PPO on Scenario C, seed=42, 3M steps, 60 ctrl steps
============================================================
  [Step 1704000] Ep 28400: mean F = 0.9788, max F = 0.9961
  [Step 1710000] Ep 28500: mean F = 0.9795, max F = 0.9964
  [Step 1716000] Ep 28600: mean F = 0.9779, max F = 0.9959
  [Step 1722000] Ep 28700: mean F = 0.9801, max F = 0.9963
  [Step 1728000] Ep 28800: mean F = 0.9797, max F = 0.9960
  [Step 1734000] Ep 28900: mean F = 0.9812, max F = 0.9956
  [Step 1740000] Ep 29000: mean F = 0.9734, max F = 0.9960
  [Step 1746000] Ep 29100: mean F = 0.9809, max F = 0.9964
  [Step 1752000] Ep 29200: mean F = 0.9825, max F = 0.9960
  [Step 1758000] Ep 29300: mean F = 0.9842, max F = 0.9965
  [Step 1764000] Ep 29400: mean F = 0.9826, max F = 0.9966
  [Step 1770000] Ep 29500: mean F = 0.9775, max F = 0.9958
  [Step 1776000] Ep 29600: mean F = 0.9819, max F = 0.9959
  [Step 1782000] Ep 29700: mean F = 0.9839, max F = 0.9969
  [Step 1788000] Ep 29800: mean F = 0.9815, max F = 0.9955
  [Step 1794000] Ep 29900: mean F = 0.9833, max F = 0.9960
  [Step 1800000] Ep 30000: mean F = 0.9821, max F = 0.9961
  [Step 1806000] Ep 30100: mean F = 0.9825, max F = 0.9961
  [Step 1812000] Ep 30200: mean F = 0.9818, max F = 0.9972
  [Step 1818000] Ep 30300: mean F = 0.9810, max F = 0.9963
  [Step 1824000] Ep 30400: mean F = 0.9815, max F = 0.9963
  [Step 1830000] Ep 30500: mean F = 0.9767, max F = 0.9959
  [Step 1836000] Ep 30600: mean F = 0.9797, max F = 0.9966
  [Step 1842000] Ep 30700: mean F = 0.9827, max F = 0.9961
  [Step 1848000] Ep 30800: mean F = 0.9839, max F = 0.9964
  [Step 1854000] Ep 30900: mean F = 0.9835, max F = 0.9962
  [Step 1860000] Ep 31000: mean F = 0.9816, max F = 0.9967
  [Step 1866000] Ep 31100: mean F = 0.9821, max F = 0.9967
  [Step 1872000] Ep 31200: mean F = 0.9819, max F = 0.9966
  [Step 1878000] Ep 31300: mean F = 0.9836, max F = 0.9961
